table,line,geoid,geoname,geotype,name,state,adu_est,adu_moe,cit_est,cit_moe,cvap_est,cvap_moe,dvap_est,dvap_moe,has_charter,tot_est,tot_moe,p_adu_dvap_est,p_adu_dvap_moe
Place,39846,16000US0660984,"Rio Vista city, California",city,Rio Vista,California,8330,276,8740,124,8125,316,205,420,False,8945,22,0.02460984393757503,0.05299134801673339
Place,39872,16000US0661026,"Ripon city, California",city,Ripon,California,11735,251,14455,533,10785,558,950,612,False,15775,32,0.08095440988495953,0.05506091578553857
Place,39885,16000US0661068,"Riverbank city, California",city,Riverbank,California,17470,476,21015,492,14120,569,3350,742,False,24480,71,0.19175729822552948,0.04903356913942286
Place,39937,16000US0662000,"Riverside city, California",city,Riverside,California,248645,1714,288775,1439,212870,2001,35775,2635,False,326415,81,0.14387982867139898,0.011669697309543065
Place,39976,16000US0662364,"Rocklin city, California",city,Rocklin,California,48070,604,61785,518,45490,754,2580,967,False,64835,94,0.05367172872893697,0.021055444405517168
Place,40015,16000US0662546,"Rohnert Park city, California",city,Rohnert Park,California,34455,576,39670,689,31315,990,3140,1146,False,42900,43,0.09113336235669714,0.03537568454551368
Place,40028,16000US0662602,"Rolling Hills city, California",city,Rolling Hills,California,1230,108,1485,138,1200,108,30,153,False,1515,139,0.024390243902439025,0.13871136037563586
Place,40054,16000US0662644,"Rolling Hills Estates city, California",city,Rolling Hills Estates,California,6265,179,7525,162,5740,212,525,278,False,8170,66,0.08379888268156424,0.04814327965823201
Place,40132,16000US0662896,"Rosemead city, California",city,Rosemead,California,43670,511,43550,968,33610,892,10060,1029,False,54280,98,0.2303640943439432,0.02656956955003023
Place,40158,16000US0662938,"Roseville city, California",city,Roseville,California,103600,699,129855,652,98260,946,5340,1177,False,135635,84,0.05154440154440154,0.011788316310624158
Place,40171,16000US0662980,"Ross town, California",town,Ross,California,1695,188,2260,252,1665,188,30,266,False,2290,255,0.017699115044247787,0.17871760691991942
Place,40301,16000US0664000,"Sacramento city, California",city,Sacramento,California,385200,1454,451845,2209,340480,2110,44720,2563,False,500930,201,0.11609553478712357,0.007118778847415935
Place,40314,16000US0664140,"St. Helena city, California",city,St. Helena,California,5050,185,5325,187,4305,292,745,346,False,6100,23,0.14752475247524752,0.07673012933359113
Place,40340,16000US0664224,"Salinas city, California",city,Salinas,California,107810,882,110945,1476,65335,1616,42475,1842,False,156145,64,0.39398015026435396,0.02047630641677728
Place,40418,16000US0664434,"San Anselmo town, California",town,San Anselmo,California,9765,226,12220,148,9510,248,255,336,False,12525,52,0.026113671274961597,0.03584250861810896
Place,40457,16000US0665000,"San Bernardino city, California",city,San Bernardino,California,152070,1556,185660,1537,123480,2030,28590,2558,False,216090,84,0.18800552377194713,0.018938680753877724
Place,40470,16000US0665028,"San Bruno city, California",city,San Bruno,California,35085,432,37740,665,29855,688,5230,813,False,43085,66,0.14906655265783098,0.02531950338349301
Place,40483,16000US0665042,"San Buenaventura (Ventura) city, California",city,Ventura,California,86525,731,102530,1082,79705,1154,6820,1367,False,109910,64,0.07882114995665992,0.016605103627506806
Place,40496,16000US0665070,"San Carlos city, California",city,San Carlos,California,22685,234,27875,276,20560,330,2125,405,False,30155,56,0.09367423407538021,0.01901562383740764
Place,40509,16000US0665084,"San Clemente city, California",city,San Clemente,California,50970,585,61920,591,48070,809,2900,999,False,64880,115,0.05689621345889739,0.02048792864688806
Place,40522,16000US0665112,"Sand City city, California",city,Sand City,California,255,72,270,85,215,61,40,95,False,310,99,0.1568627450980392,0.5808421729347477
Place,40535,16000US0666000,"San Diego city, California",city,San Diego,California,1129095,2591,1239930,3897,971500,4637,157595,5312,False,1409575,120,0.1395763863979559,0.0050365044572918405
Place,40561,16000US0666070,"San Dimas city, California",city,San Dimas,California,26925,413,31790,608,24990,638,1935,761,False,34050,49,0.07186629526462396,0.029823505580276466
Place,40574,16000US0666140,"San Fernando city, California",city,San Fernando,California,18605,455,19785,553,13970,711,4635,845,False,24535,25,0.24912657887664608,0.05280179577900129
Place,40587,16000US0667000,"San Francisco city, California",city,San Francisco,California,757415,0,765145,2536,652450,2317,104965,2317,False,874960,0,0.13858320735660107,0.0030590891387152486
Place,40600,16000US0667042,"San Gabriel city, California",city,San Gabriel,California,33165,463,30035,956,23580,887,9585,1001,False,40145,48,0.28900949796472186,0.03470159004212786
Place,40613,16000US0667056,"Sanger city, California",city,Sanger,California,17375,632,21135,727,13625,627,3750,891,False,25075,30,0.2158273381294964,0.06136312952862938
Place,40639,16000US0667112,"San Jacinto city, California",city,San Jacinto,California,33915,559,43535,604,29585,724,4330,915,False,47990,55,0.127672121480171,0.029570953229026725
Place,40652,16000US0667126,"San Joaquin city, California",city,San Joaquin,California,2590,172,2385,237,1065,187,1525,255,False,4020,18,0.5888030888030888,0.14734248605216338
Place,40665,16000US0668000,"San Jose city, California",city,San Jose,California,797090,1566,851375,3669,632575,3765,164515,4078,False,1027690,130,0.20639451003023498,0.005532471431040853
Place,40678,16000US0668014,"San Juan Bautista city, California",city,San Juan Bautista,California,1480,271,1915,390,1375,262,105,377,False,2020,410,0.07094594594594594,0.32773064627903337
Place,40691,16000US0668028,"San Juan Capistrano city, California",city,San Juan Capistrano,California,27195,637,31565,912,22975,925,4220,1124,False,35920,45,0.15517558374701232,0.04604438763637497
Place,40704,16000US0668084,"San Leandro city, California",city,San Leandro,California,72900,733,77295,1054,60870,1101,12030,1323,False,90025,68,0.16502057613168725,0.020008592324809477
Place,40743,16000US0668154,"San Luis Obispo city, California",city,San Luis Obispo,California,41175,478,45160,469,39175,691,2000,841,False,47300,52,0.048573163327261686,0.021235422072153502
Place,40756,16000US0668196,"San Marcos city, California",city,San Marcos,California,70335,812,83925,1047,59505,1253,10830,1494,False,95355,95,0.15397739390061846,0.023287683843437462
Place,40769,16000US0668224,"San Marino city, California",city,San Marino,California,10185,239,11875,374,9030,341,1155,417,False,13195,39,0.1134020618556701,0.04465142698406448
Place,40795,16000US0668252,"San Mateo city, California",city,San Mateo,California,82505,817,85850,1340,65105,1161,17400,1420,False,104335,84,0.210896309314587,0.019492487081456483
Place,40834,16000US0668294,"San Pablo city, California",city,San Pablo,California,23345,458,21855,816,14890,793,8455,916,False,30965,63,0.362176054829728,0.04727035579639166
Place,40860,16000US0668364,"San Rafael city, California",city,San Rafael,California,45835,474,48245,831,36500,809,9335,938,False,58775,62,0.20366532126104506,0.022806758278647643
Place,40873,16000US0668378,"San Ramon city, California",city,San Ramon,California,54245,597,64260,824,44445,850,9800,1039,False,75650,159,0.18066181214858512,0.021377406461614706
Place,40899,16000US0669000,"Santa Ana city, California",city,Santa Ana,California,243370,1502,245525,2438,160335,2517,83035,2932,False,332795,101,0.3411883140896577,0.01424109368648463
Place,40912,16000US0669070,"Santa Barbara city, California",city,Santa Barbara,California,75965,833,78405,1124,63595,1405,12370,1634,False,91375,49,0.16283814914763378,0.02355380102007107
Place,40925,16000US0669084,"Santa Clara city, California",city,Santa Clara,California,102390,787,96170,1537,73025,1615,29365,1797,False,127720,67,0.2867955855063971,0.019907956711844477
Place,40938,16000US0669088,"Santa Clarita city, California",city,Santa Clarita,California,158345,1096,197185,1272,143450,1546,14895,1896,False,213410,91,0.0940667529760965,0.012712940376484433
Place,40951,16000US0669112,"Santa Cruz city, California",city,Santa Cruz,California,56275,559,58605,804,50660,855,5615,1022,False,64520,54,0.09977787649933363,0.01934409923474635
Place,40964,16000US0669154,"Santa Fe Springs city, California",city,Santa Fe Springs,California,13770,264,16170,284,12150,364,1620,450,False,17810,40,0.11764705882352941,0.035618156636266246
Place,40990,16000US0669196,"Santa Maria city, California",city,Santa Maria,California,72750,872,78430,1296,46665,1373,26085,1627,False,106225,73,0.35855670103092785,0.026985467643770966
Place,41003,16000US0670000,"Santa Monica city, California",city,Santa Monica,California,77880,719,83390,956,70250,957,7630,1198,False,91575,48,0.09797123780174628,0.016438891667804392
Place,41029,16000US0670042,"Santa Paula city, California",city,Santa Paula,California,21425,501,23930,782,15575,735,5850,890,False,30100,45,0.27304550758459745,0.0490726342620858
Place,41042,16000US0670098,"Santa Rosa city, California",city,Santa Rosa,California,140870,836,158235,1313,120460,1570,20410,1779,False,179700,63,0.1448853552921133,0.013569020073869259
Place,41107,16000US0670224,"Santee city, California",city,Santee,California,45020,561,56085,400,43545,585,1475,811,False,57795,45,0.03276321634828965,0.01865494420412943
Place,41133,16000US0670280,"Saratoga city, California",city,Saratoga,California,24380,396,27685,613,21920,653,2460,764,False,30695,45,0.10090237899917966,0.033520569633241945
Place,41172,16000US0670364,"Sausalito city, California",city,Sausalito,California,6380,163,6640,200,5940,243,440,293,False,7115,20,0.06896551724137931,0.04893700809238295
Place,41198,16000US0670588,"Scotts Valley city, California",city,Scotts Valley,California,9500,260,11390,204,9030,312,470,407,False,11865,39,0.049473684210526316,0.04543973570289359
Place,41224,16000US0670686,"Seal Beach city, California",city,Seal Beach,California,21110,228,23455,206,20415,275,695,358,False,24205,38,0.03292278540975841,0.017503418976794603
Place,41263,16000US0670742,"Seaside city, California",city,Seaside,California,25600,462,28355,555,20410,560,5190,726,False,33955,67,0.202734375,0.03260654313191186
Place,41276,16000US0670770,"Sebastopol city, California",city,Sebastopol,California,6460,183,7390,203,6195,230,265,294,False,7760,70,0.04102167182662539,0.04803360935865421
Place,41302,16000US0670882,"Selma city, California",city,Selma,California,17085,489,20275,721,12950,742,4135,889,False,24675,33,0.24202516827626572,0.060698379566587995
Place,41354,16000US0671106,"Shafter city, California",city,Shafter,California,12995,398,15005,594,8775,591,4220,713,False,19445,25,0.3247402847248942,0.06686089015801444
Place,41393,16000US0671225,"Shasta Lake city, California",city,Shasta Lake,California,7740,244,10120,74,7650,261,90,358,False,10205,25,0.011627906976744186,0.04813730113424834
Place,41523,16000US0671806,"Sierra Madre city, California",city,Sierra Madre,California,8940,244,10425,205,8470,280,470,372,False,10930,54,0.052572706935123045,0.04425342001979876
Place,41562,16000US0671876,"Signal Hill city, California",city,Signal Hill,California,9355,300,10540,267,8400,373,955,479,False,11510,28,0.10208444681988242,0.056281097078516265
Place,41614,16000US0672016,"Simi Valley city, California",city,Simi Valley,California,98720,728,118280,743,91520,1007,7200,1243,False,125840,63,0.07293354943273905,0.013226545268869239
Place,41744,16000US0672506,"Solana Beach city, California",city,Solana Beach,California,10960,287,12595,304,10210,506,750,582,False,13355,25,0.06843065693430657,0.05637024253163553
Place,41757,16000US0672520,"Soledad city, California",city,Soledad,California,19905,480,19300,752,13725,759,6180,899,False,25705,46,0.31047475508666167,0.05395252934062278
Place,41770,16000US0672576,"Solvang city, California",city,Solvang,California,4665,160,5420,186,4315,242,350,291,False,5805,30,0.07502679528403002,0.06725955321763481
Place,41783,16000US0672646,"Sonoma city, California",city,Sonoma,California,9265,221,10665,229,8875,295,390,369,False,11075,21,0.042093901780895844,0.041829141120475234
Place,41796,16000US0672674,"Sonora city, California",city,Sonora,California,3860,152,4590,163,3605,198,255,250,False,4845,31,0.06606217616580311,0.07012984109417532
Place,41848,16000US0672996,"South El Monte city, California",city,South El Monte,California,15395,423,15370,481,10405,646,4990,773,False,20720,57,0.3241312114322832,0.060787303128229775
Place,41861,16000US0673080,"South Gate city, California",city,South Gate,California,69065,869,72585,1171,47700,1037,21365,1353,False,94640,60,0.3093462680083979,0.02378177469205378
Place,41874,16000US0673108,"South Lake Tahoe city, California",city,South Lake Tahoe,California,18210,392,19755,419,16055,604,2155,721,False,21940,32,0.11834157056562328,0.043068239738563496
Place,41913,16000US0673220,"South Pasadena city, California",city,South Pasadena,California,19360,323,23310,509,17395,500,1965,596,False,25660,33,0.10149793388429752,0.03302956519644
Place,41926,16000US0673262,"South San Francisco city, California",city,South San Francisco,California,55020,549,59430,953,47190,1117,7830,1245,False,67410,44,0.14231188658669575,0.024290525706083893
Place,42134,16000US0673962,"Stanton city, California",city,Stanton,California,28575,587,30590,612,21240,734,7335,940,False,38375,89,0.2566929133858268,0.03896951336849652
Place,42199,16000US0675000,"Stockton city, California",city,Stockton,California,223645,1052,270155,2121,186735,2160,36910,2403,False,309230,81,0.1650383420152474,0.011575477826346908
Place,42329,16000US0675630,"Suisun City city, California",city,Suisun City,California,22420,434,27300,379,20300,573,2120,719,False,29490,46,0.09455842997323818,0.03456919669828004
Place,42407,16000US0677000,"Sunnyvale city, California",city,Sunnyvale,California,120715,822,106315,1781,78210,1746,42505,1930,False,152770,64,0.3521103425423518,0.018511795530763375
Place,42446,16000US0677364,"Susanville city, California",city,Susanville,California,13205,230,14325,134,12485,276,720,360,False,15065,26,0.05452480121166225,0.02871219300799093
Place,42472,16000US0677392,"Sutter Creek city, California",city,Sutter Creek,California,2040,174,2530,53,1995,190,45,258,False,2575,29,0.022058823529411766,0.14032059769245317
Place,42498,16000US0677574,"Taft city, California",city,Taft,California,6740,409,8010,403,5375,494,1365,642,False,9370,18,0.20252225519287834,0.11448927537101364
Place,42641,16000US0678092,"Tehachapi city, California",city,Tehachapi,California,10330,379,11635,335,9290,515,1040,640,False,12680,37,0.10067763794772508,0.06814961559463248
Place,42654,16000US0678106,"Tehama city, California",city,Tehama,California,420,105,470,126,410,103,10,148,False,480,132,0.023809523809523808,0.47777777777777775
Place,42667,16000US0678120,"Temecula city, California",city,Temecula,California,80640,915,106990,801,74580,1086,6060,1421,False,113380,57,0.07514880952380952,0.018686248488106447
Place,42706,16000US0678148,"Temple City city, California",city,Temple City,California,28695,415,30335,773,23675,770,5020,875,False,36040,62,0.17494336992507406,0.033507832338009386
Place,42823,16000US0678582,"Thousand Oaks city, California",city,Thousand Oaks,California,100295,799,117440,1069,90650,1152,9645,1402,False,127875,72,0.09616630938730744,0.014863279741903782
Place,42875,16000US0678666,"Tiburon town, California",town,Tiburon,California,7205,254,8655,190,6810,290,395,386,False,9145,38,0.054823039555863984,0.05753489455433598
Place,43005,16000US0680000,"Torrance city, California",city,Torrance,California,115500,881,127295,1417,99450,1532,16050,1768,False,145490,44,0.13896103896103895,0.016493117854148753
Place,43018,16000US0680238,"Tracy city, California",city,Tracy,California,65175,899,80165,1287,55845,1249,9330,1539,False,90675,50,0.1431530494821634,0.02594583657172919
Place,43070,16000US0680448,"Trinidad city, California",city,Trinidad,California,285,100,325,119,280,102,5,143,False,325,119,0.017543859649122806,0.7824561403508772
Place,43135,16000US0680588,"Truckee town, California",town,Truckee,California,12465,257,15855,261,11845,367,620,449,False,16475,22,0.04973926995587646,0.037826260843599295
Place,43148,16000US0680644,"Tulare city, California",city,Tulare,California,41905,798,55585,770,34590,867,7315,1179,False,63545,47,0.174561508173249,0.03206996578495763
Place,43161,16000US0680686,"Tulelake city, California",city,Tulelake,California,565,107,670,156,400,88,165,139,False,840,186,0.2920353982300885,0.37172006028519533
Place,43200,16000US0680812,"Turlock city, California",city,Turlock,California,53545,681,66175,771,47355,910,6190,1137,False,72905,87,0.11560369782425997,0.02299724043239862
Place,43213,16000US0680854,"Tustin city, California",city,Tustin,California,59705,785,67930,1160,48410,1323,11295,1539,False,79865,61,0.18918013566702957,0.028640638263723983
Place,43278,16000US0680994,"Twentynine Palms city, California",city,Twentynine Palms,California,18865,522,25395,362,18290,597,575,794,False,26145,33,0.03047972435727538,0.044153650772201805
Place,43304,16000US0681134,"Ukiah city, California",city,Ukiah,California,12190,403,14035,398,10350,515,1840,654,False,15945,32,0.1509433962264151,0.06064564254511287
Place,43317,16000US0681204,"Union City city, California",city,Union City,California,60635,551,63430,762,49890,942,10745,1092,False,74720,84,0.17720788323575493,0.01979963956565642
Place,43356,16000US0681344,"Upland city, California",city,Upland,California,59830,606,70720,824,54385,997,5445,1167,False,76595,89,0.09100785559084072,0.02063607254640093
Place,43382,16000US0681554,"Vacaville city, California",city,Vacaville,California,76445,665,93595,724,71520,940,4925,1152,False,98875,64,0.06442540388514618,0.01576725908661418
Place,43421,16000US0681666,"Vallejo city, California",city,Vallejo,California,96175,737,109550,1015,85175,1170,11000,1383,False,121265,66,0.11437483753574214,0.0153743189847214
Place,43590,16000US0682422,"Vernon city, California",city,Vernon,California,80,37,115,50,65,35,15,51,False,130,54,0.1875,0.8125
Place,43616,16000US0682590,"Victorville city, California",city,Victorville,California,83255,1275,111290,1128,73325,1661,9930,2094,False,121900,63,0.11927211578884152,0.027397803703717652
Place,43642,16000US0682744,"Villa Park city, California",city,Villa Park,California,4785,110,5690,97,4610,136,175,175,False,5860,25,0.03657262277951933,0.03829368738090847
Place,43707,16000US0682954,"Visalia city, California",city,Visalia,California,93190,1089,122730,1145,84355,1466,8835,1827,False,132105,59,0.0948063096898809,0.020957905682373476
Place,43720,16000US0682996,"Vista city, California",city,Vista,California,75005,963,89340,1186,64425,1532,10580,1810,False,100685,94,0.14105726284914338,0.026280194269789114
Place,43798,16000US0683332,"Walnut city, California",city,Walnut,California,24535,293,26595,473,21640,505,2895,584,False,29905,33,0.11799470144691257,0.025516560000162752
Place,43811,16000US0683346,"Walnut Creek city, California",city,Walnut Creek,California,57765,528,63965,829,52770,804,4995,962,False,69565,141,0.08647104648143339,0.017604988251344364
Place,43876,16000US0683542,"Wasco city, California",city,Wasco,California,20060,479,21640,595,14815,654,5245,811,False,27195,22,0.2614656031904287,0.04781380031296745
Place,43902,16000US0683612,"Waterford city, California",city,Waterford,California,6065,293,8030,253,5225,429,840,520,False,8875,25,0.13849958779884583,0.0971206478213898
Place,43928,16000US0683668,"Watsonville city, California",city,Watsonville,California,37495,622,40930,953,25025,1030,12470,1204,False,53800,44,0.33257767702360314,0.0382627753399149
Place,43980,16000US0683850,"Weed city, California",city,Weed,California,2030,159,2570,68,1930,178,100,239,False,2670,34,0.04926108374384237,0.13192544752285995
Place,44071,16000US0684200,"West Covina city, California",city,West Covina,California,84245,784,94105,1009,72335,1193,11910,1428,False,106590,76,0.141373375274497,0.018437794014152797
Place,44110,16000US0684410,"West Hollywood city, California",city,West Hollywood,California,34875,295,33190,529,31650,586,3225,657,False,36450,55,0.09247311827956989,0.019788304508168694
Place,44123,16000US0684438,"Westlake Village city, California",city,Westlake Village,California,6760,147,8080,133,6515,198,245,247,False,8360,28,0.036242603550295856,0.03815630768514947
Place,44162,16000US0684550,"Westminster city, California",city,Westminster,California,72795,647,80555,862,62765,902,10030,1111,False,91135,62,0.13778418847448315,0.016634506430434515
Place,44201,16000US0684606,"Westmorland city, California",city,Westmorland,California,1560,216,2080,293,1240,176,320,279,False,2430,329,0.20512820512820512,0.24055631868131871
Place,44266,16000US0684816,"West Sacramento city, California",city,West Sacramento,California,39275,463,46785,917,33510,806,5765,930,False,53150,50,0.14678548695098664,0.025712709483105917
Place,44318,16000US0685012,"Wheatland city, California",city,Wheatland,California,3075,165,3680,82,2945,178,130,243,False,3810,20,0.04227642276422764,0.08590227139384796
Place,44370,16000US0685292,"Whittier city, California",city,Whittier,California,66350,574,80690,601,61095,699,5255,905,False,86090,78,0.07920120572720422,0.01444997403441095
Place,44383,16000US0685446,"Wildomar city, California",city,Wildomar,California,26635,657,33560,525,23850,765,2785,1009,False,36445,54,0.1045616669795382,0.041484987882267954
Place,44409,16000US0685586,"Williams city, California",city,Williams,California,3580,159,4125,242,2570,229,1010,279,False,5230,22,0.28212290502793297,0.09466750713225414
Place,44422,16000US0685600,"Willits city, California",city,Willits,California,3720,234,4725,147,3570,277,150,363,False,4895,16,0.04032258064516129,0.10683748820165456
Place,44461,16000US0685684,"Willows city, California",city,Willows,California,4420,254,5170,244,3610,338,810,423,False,6015,28,0.1832579185520362,0.1127094362247281
Place,44513,16000US0685922,"Windsor town, California",town,Windsor,California,20730,340,25460,508,18960,531,1770,631,False,27445,37,0.085383502170767,0.032370298712018686
Place,44552,16000US0686034,"Winters city, California",city,Winters,California,5230,256,6370,417,4525,427,705,498,False,7195,22,0.13479923518164436,0.10705842464947748
Place,44630,16000US0686300,"Woodlake city, California",city,Woodlake,California,4855,259,6195,276,3500,354,1355,439,False,7620,37,0.27909371781668385,0.11124570777078352
Place,44643,16000US0686328,"Woodland city, California",city,Woodland,California,45405,534,52645,751,38775,797,6630,960,False,59710,93,0.14601916088536504,0.023132406942407896
Place,44669,16000US0686440,"Woodside town, California",town,Woodside,California,4185,139,5320,130,3965,192,220,238,False,5540,46,0.052568697729988054,0.0606295227346684
Place,44747,16000US0686832,"Yorba Linda city, California",city,Yorba Linda,California,52110,579,64280,659,49155,707,2955,914,False,67725,69,0.056706966033390906,0.018374053158939925
Place,44786,16000US0686930,"Yountville city, California",city,Yountville,California,2760,81,2940,41,2715,88,45,120,False,2985,20,0.016304347826086956,0.045285797750620777
Place,44799,16000US0686944,"Yreka city, California",city,Yreka,California,5660,180,7500,107,5595,181,65,256,False,7560,81,0.011484098939929329,0.0470925433958371
Place,44812,16000US0686972,"Yuba City city, California",city,Yuba City,California,49455,404,58480,771,41890,736,7565,840,False,66515,54,0.1529673440501466,0.01838492195870134
Place,44825,16000US0687042,"Yucaipa city, California",city,Yucaipa,California,40175,646,50875,470,37700,769,2475,1005,False,53415,55,0.06160547604231487,0.02643115529164248
Place,44838,16000US0687056,"Yucca Valley town, California",town,Yucca Valley,California,16730,502,21165,199,16275,568,455,759,False,21620,27,0.027196652719665274,0.04761231942724131
